Source.Name,ReviewVenue,PublicationVenue,Title,delete,Authors,AuthorPDF,Abstract,ExplanationPage,SourceMaterials,Data,Preregistered,Video,DOI,PublicationYear,ConferenceYear,ConferenceTrack,ConferenceRoom,ConferenceDay,ConferenceSession,date,ConferenceTimeStart,ConferenceTimeEnd
openaccessvis.csv,TVCG,TVCG,TopKube: A Rank-Aware Data Cube for Real-Time Exploration of Spatiotemporal Data,,"Fabio Miranda, Lauro Lins, James Klosowski, Claudio Silva",https://vgc.poly.edu/~fmiranda/topkube/tvcg-2017-topkube.pdf,"From economics to sports to entertainment and social media, ranking objects according to some notion of importance is a fundamental tool we humans use all the time to better understand our world. With the ever-increasing amount of user-generated content found online, ?what?s trending? is now a commonplace phrase that tries to capture the zeitgeist of the world by ranking the most popular microblogging hashtags in a given region and time. However, before we can understand what these rankings tell us about the world, we need to be able to more easily create and explore them, given the significant scale of today?s data. In this paper, we describe the computational challenges in building a real-time visual exploratory tool for finding top-ranked objects; build on the recent work involving in-memory and rank-aware data cubes to propose TOPKUBE: a data structure that answers top-k queries up to one order of magnitude faster than the previous state of the art; demonstrate the usefulness of our methods using a set of real-world, publicly available datasets; and provide a new set of benchmarks for other researchers to validate their methods and compare to our own.",,,,,,10.1109/TVCG.2017.2671341,2017,2017,InfoVis,301-D,Tuesday,Time and Space,,5:35:00 PM,5:55:00 PM
openaccessvis.csv,TVCG,TVCG,Perceptual Biases in Font Size as a Data Encoding,,"Eric Carlson Alexander, Chih-Ching Chang, Mariana Shimabukuro, Steve Franconeri, Christopher Collins, Michael Gleicher",,"Many visualizations, including word clouds, cartographic labels, and word trees, encode data within the sizes of fonts. While font size can be an intuitive dimension for the viewer, using it as an encoding can introduce factors that may bias the perception of the underlying values. Viewers might conflate the size of a word?s font with a word?s length, the number of letters it contains, or with the larger or smaller heights of particular characters (?o? vs. ?p? vs. ?b?). We present a collection of empirical studies showing that such factors?which are irrelevant to the encoded values?can indeed influence comparative judgements of font size, though less than conventional wisdom might suggest. We highlight the largest potential biases, and describe a strategy to mitigate them.",,,,,vimeo 230834531,10.1109/TVCG.2017.2723397,2017,2017,InfoVis,301-D,Wednesday,Perception,,9:10:00 AM,9:30:00 AM
openaccessvis.csv,TVCG,TVCG,Data Flow Analysis and Visualization for Spatiotemporal Statistical Data without Trajectory Information,,"Seokyeon Kim, Seongmin Jeong, Insoo Woo, Yun Jang, Ross Maciejewski, David Ebert",http://rmaciejewski.faculty.asu.edu/papers/2017/Yun-Flow.pdf,"Geographic visualization research has focused on a variety of techniques to represent and explore spatiotemporal data. The goal of those techniques is to enable users to explore events and interactions over space and time in order to facilitate the discovery of patterns, anomalies and relationships within the data. However, it is difficult to extract and visualize data flow patterns over time for non-directional statistical data without trajectory information. In this work, we develop a novel flow analysis technique to extract, represent, and analyze flow maps of non-directional spatiotemporal data unaccompanied by trajectory information. We estimate a continuous distribution of these events over space and time, and extract flow fields for spatial and temporal changes utilizing a gravity model. Then, we effectively visualize the spatiotemporal patterns in the data by employing flow visualization techniques. The user is presented with temporal trends of geo-referenced discrete events on a map. As such, overall spatiotemporal data flow patterns help users analyze geo-referenced temporal events, such as disease outbreaks, crime patterns, etc. To validate our model, we discard the trajectory information in an origin-destination dataset and apply our technique to the data and compare the derived trajectories and the original. Finally, we present spatiotemporal trend analysis for statistical datasets including twitter data, maritime search and rescue events, and syndromic surveillance",,,,,vimeo 230834322,10.1109/TVCG.2017.2666146,2017,2017,VAST,301-C,Tuesday,"Space, Time, Movement",,3:20:00 PM,3:40:00 PM
openaccessvis.csv,TVCG,TVCG,Evaluating Interactive Graphical Encodings for Data Visualization,,"Bahador Saket, Arjun Srinivasan, Eric D. Ragan, Alex Endert",http://bahadorsaket.com/publication/encodingsPaper.pdf,"User interfaces for data visualization often consist of two main components: control panels for user interaction and visual representation. A recent trend in visualization is directly embedding user interaction into the visual representations. For example, instead of using control panels to adjust visualization parameters, users can directly adjust basic graphical encodings (e.g., changing distances between points in a scatterplot) to perform similar parameterizations. However, enabling embedded interactions for data visualization requires a strong understanding of how user interactions influence the ability to accurately control and perceive graphical encodings. In this paper, we study the effectiveness of these graphical encodings when serving as the method for interaction. Our user study includes 12 interactive graphical encodings. We discuss the results in terms of task performance and interaction effectiveness metrics.",https://medium.com/@GT_Vis/evaluating-interactive-graphical-encodings-for-data-visualization-b9b8b4bf47f8,https://github.com/gtvalab/interactive-graphical-encodings,https://github.com/gtvalab/interactive-graphical-encodings/tree/master/Supplementary%20Materials/Raw%20Data,,vimeo 230834446,10.1109/TVCG.2017.2680452,2017,2017,InfoVis,301-D,Wednesday,Perception,,9:50:00 AM,10:10:00 AM
openaccessvis.csv,TVCG,TVCG,PETMiner - A Visual Analysis Tool for Petrophysical Properties of Core Sample Data,,"Dave G. Harrison, Nick D. Efford, Quentin J. Fisher, Roy A. Ruddle",http://eprints.whiterose.ac.uk/113580/1/harrison-ieee-tvcg-2017.pdf,"The aim of the PETMiner software is to reduce the time and monetary cost of analysing petrophysical data that is obtained from reservoir sample cores. Analysis of these data requires tacit knowledge to fill ?gaps? so that predictions can be made for incomplete data. Through discussions with 30 industry and academic specialists, we identified three analysis use cases that exemplified the limitations of current petrophysics analysis tools. We used those use cases to develop nine core requirements for PETMiner, which is innovative because of its ability to display detailed images of the samples as data points, directly plot multiple sample properties and derived measures for comparison, and substantially reduce interaction cost. An 11-month evaluation demonstrated benefits across all three use cases by allowing a consultant to: (1) generate more accurate reservoir flow models, (2) discover a previously unknown relationship between one easy-to-measure property and another that is costly, and (3) make a 100-fold reduction in the time required to produce plots for a report.",,,,,vimeo 230834380,10.1109/TVCG.2017.2682865,2017,2017,SciVis,106-ABC,Friday,Applications and Visual analysis,,9:10:00 AM,9:30:00 AM
openaccessvis.csv,TVCG,TVCG,Indexed-Points Parallel Coordinates Visualization of Multivariate Correlations,,"Liang Zhou, Daniel Weiskopf",,"We address the problem of visualizing multivariate correlations in parallel coordinates. We focus on multivariate correlation in the form of linear relationships between multiple variables. Traditional parallel coordinates are well prepared to show negative correlations between two attributes by distinct visual patterns. However, it is difficult to recognize positive correlations in parallel coordinates. Furthermore, there is no support to highlight multivariate correlations in parallel coordinates. In this paper, we exploit the indexed point representation of p-flats (planes in multidimensional data) to visualize local multivariate correlations in parallel coordinates. Our method yields clear visual signatures for negative and positive correlations alike, and it supports large datasets. All information is shown in a unified parallel coordinates framework, which leads to easy and familiar user interactions for analysts who have experience with traditional parallel coordinates. The usefulness of our method is demonstrated through examples of typical multidimensional datasets.",,,,,vimeo 230834568,10.1109/TVCG.2017.2698041,2017,2017,InfoVis,301-D,Wednesday,Multidimensional Data,,3:20:00 PM,3:40:00 PM
openaccessvis.csv,TVCG,TVCG,Visual Analysis of Inclusion Dynamics in Two-Phase Flow,,"Grzegorz Karch, Fabian Beck, Moritz Ertl, Christian Meister, Kathrin Schulte, Bernhard Weigand, Thomas Ertl, Filip Sadlo",,,,,,,vimeo 230834468,10.1109/TVCG.2017.2692781,2017,2017,SciVis,207,Wednesday,Flow Visualization,,8:50:00 AM,9:10:00 AM
openaccessvis.csv,TVCG,TVCG,A Combined Eulerian-Lagrangian Data Representation for Large-scale Applications,,"Franz Sauer, Jinrong Xie, Kwan-Liu Ma",,"The Eulerian and Lagrangian reference frames each provide a unique perspective when studying and visualizing results from scientific systems. As a result, many large-scale simulations produce data in both formats, and analysis tasks that simultaneously utilize information from both representations are becoming increasingly popular. However, due to their fundamentally different nature, drawing correlations between these data formats is a computationally difficult task, especially in a large-scale setting. In this work, we present a new data representation which combines both reference frames into a joint Eulerian-Lagrangian format. By reorganizing Lagrangian information according to the Eulerian simulation grid into a ?unit cell? based approach, we can provide an efficient out-of-core means of sampling, querying, and operating with both representations simultaneously. We also extend this design to generate multi-resolution subsets of the full data to suit the viewer?s needs and provide a fast flow-aware trajectory construction scheme. We demonstrate the effectiveness of our method using three large-scale real world scientific datasets and provide insight into the types of performance gains that can be achieved.",,,,,vimeo 230834211,10.1109/TVCG.2016.2620975,2016,2017,SciVis,207,Wednesday,Flow Visualization,,9:10:00 AM,9:30:00 AM
openaccessvis.csv,TVCG,TVCG,Keshif: Rapid and Expressive Tabular Data Exploration for Novices,,"Mehmet Adil Yalcin, Niklas Elmqvist, Benjamin B Bederson",http://www.umiacs.umd.edu/~elm/projects/keshif/keshif.pdf,"General purpose graphical interfaces for data exploration are typically based on manual visualization and interaction specifications. While designing manual specification can be very expressive, it demands high efforts to make effective decisions, therefore reducing exploratory speed. Instead, principled automated designs can increase exploratory speed, decrease learning efforts, help avoid ineffective decisions, and therefore better support data analytics novices. Towards these goals, we present Keshif, a new systematic design for tabular data exploration. To summarize a given dataset, Keshif aggregates records by value within attribute summaries, and visualizes aggregate characteristics using a consistent design based on data types. To reveal data distribution details, Keshif features three complementary linked selections: highlighting, filtering, and comparison. Keshif further increases expressiveness through aggregate metrics, absolute/part-of scale modes, calculated attributes, and saved selections, all working in synchrony. Its automated design approach also simplifies authoring of dashboards composed of summaries and individual records from raw data using fluid interaction. We show examples selected from 160+ datasets from diverse domains. Our study with novices shows that after exploring raw data for 15 minutes, our participants reached close to 30 data insights on average, comparable to other studies with skilled users using more complex tools.",https://www.keshif.me/,https://github.com/adilyalcin/Keshif,,,youtube 3Hmvms-1grU,10.1109/TVCG.2017.2723393,2017,2017,InfoVis,301-D,Wednesday,Multidimensional Data,,2:40:00 PM,3:00:00 PM
openaccessvis.csv,TVCG,TVCG,DSPCP: A Data Scalable Approach for Identifying Relationships in Parallel Coordinates,,"Hoa Nguyen, Paul Rosen",http://www.cspaul.com/publications/Nguyen.2017.TVCG.pdf,"Parallel coordinates plots (PCPs) are a well-studied technique for exploring multi-attribute datasets. In many situations, users find them a flexible method to analyze and interact with data. Unfortunately, using PCPs becomes challenging as the number of data items grows large or multiple trends within the data mix in the visualization. The resulting overdraw can obscure important features. A number of modifications to PCPs have been proposed, including using color, opacity, smooth curves, frequency, density, and animation to mitigate this problem. However, these modified PCPs tend to have their own limitations in the kinds of relationships they emphasize. We propose a new data scalable design for representing and exploring data relationships in PCPs. The approach exploits the point/line duality property of PCPs and a local linear assumption of data to extract and represent relationship summarizations. This approach simultaneously shows relationships in the data and the consistency of those relationships. Our approach supports various visualization tasks, including mixed linear and nonlinear pattern identification, noise detection, and outlier detection, all in large data. We demonstrate these tasks on multiple synthetic and real-world datasets.",,,,,youtube OApngoT5kbg,10.1109/TVCG.2017.2661309,2017,2017,SciVis,106-ABC,Friday,Applications and Visual analysis,,8:50:00 AM,9:10:00 AM
openaccessvis.csv,TVCG,TVCG,RCLens: Interactive Rare Category Exploration and Identification,,"Hanfei Lin, Siyuan Gao, David Gotz, Fan Du, Jingrui He, Nan Cao",http://frankdu.org/papers/lin2017tvcg.pdf,"Rare category identification is an important task in many application domains, ranging from network security, to financial fraud detection, to personalized medicine. These are all applications which require the discovery and characterization of sets of rare but structurally-similar data entities which are obscured within a larger but structurally different dataset. This paper introduces RCLens, a visual analytics system designed to support user-guided rare category exploration and identification. RCLens adopts a novel active learning-based algorithm to iteratively identify more accurate rare categories in response to user-provided feedback. The algorithm is tightly integrated with an interactive visualization-based interface which supports a novel and effective workflow for rare category identification. This paper (1) defines RCLens? underlying active-learning algorithm; (2) describes the visualization and interaction designs, including a discussion of how the designs support user-guided rare category identification; and (3) presents results from an evaluation demonstrating RCLens? ability to support the rare category identification process",,,,,vimeo 230834420,10.1109/TVCG.2017.2711030,2017,2017,VAST,207,Thursday,Sensemaking,,4:15:00 PM,4:35:00 PM
openaccessvis.csv,CG&A,CGA,ARIES: Enabling Visual Exploration and Organization of Art Image Collections,,"Lhaylla Crissaff, Louisa Wood Ruby, Samantha Deutch, R. Luke DuBois, Jean-Daniel Fekete, Juliana Freire, Claudio Silva",,,,,,,vimeo 230841414,,2017,2017,Other,101-ABC,Wednesday,Spatiotemporal Applications,,10:30:00 AM,10:50:00 AM
openaccessvis.csv,CG&A,CGA,BKViz: A Basketball Visual Analysis Tool,,"Antonio G. Losada, Roberto Theron, Alejandro Benito",,"The amount of data available nowadays in the sports field is hard to comprehend using classic analytic methods. This calls for the development of systems such as the prototype discussed here, which makes it possible to manipulate chunks of data to then portray them in visual ways, easing their understanding. Based on basketball, this tool helps users in reaching conclusions regarding performances during individual matches. This enables them to gather knowledge about play sequences, the events occurring at different moments, and the style of play teams employ based on player chemistry. Using multiple visualizations in an integrated system, data can be manipulated to vary how they are shown and change their analytic power as needed. With interaction and sim- ple comprehension based on visualization being the two cornerstones, the challenge was to provide a tool able to showcase patterns and study actions in an innovative and combined way not yet exploited.",http://vis.usal.es/bkviz/,,,,youtube Q6QGP6TaIQM,10.1109/MCG.2016.124,2016,2017,Other,101-ABC,Thursday,Sports Data Visual Analytics,,10:30:00 AM,10:50:00 AM
openaccessvis.csv,CG&A,CGA,Director's Cut: Analysis and Annotation of Soccer Matches,,"Manuel Stein, Halld¢r Janetzko, Thorsten Breitkreutz, Daniel Seebacher, Tobias Schreck, Michael Grossniklaus, Iain Couzin, Daniel Keim",https://kops.uni-konstanz.de/bitstream/handle/123456789/35829/Stein_0-371514.pdf,"For development and alignment of tactics and strategies, professional soccer analysts spend up to three working days manually analyzing and annotating professional soccer matches. In an effort to improve soccer player and match analysis, a visual-interactive and data-analysis support system focuses on key situations by using rule-based filtering and automatically annotating key types of soccer match elements. The authors evaluate the proposed approach by analyzing real-world soccer matches and several expert studies. Quantitative measures show the proposed methods can significantly outperform naive solutions.",,,,,vimeo 230841435,10.1109/MCG.2016.102,2016,2017,Other,101-ABC,Thursday,Sports Data Visual Analytics,,10:50:00 AM,11:10:00 AM
openaccessvis.csv,CG&A,CGA,Using Gap Charts to Visualize the Temporal Evolution of Ranks and Scores,,"Charles Perin, Jeremy Boy, Frederic Vernier",http://charles.perin.free.fr/data/pub/gapchart.pdf,"We present Gap Charts, a novel class of line charts designed for visualizing the evolution of rankings over time, with a particular focus on sports data. Gap Charts show entries, e. g., teams participating in a competition, that are ranked over time according to a performance metric like a growing number of points or a score. The main advantages of Gap Charts are that 1) tied entries never overlap?only changes in rank generate limited overlap between time-steps; and 2) gaps between entries show the magnitude of their score difference. We evaluate the effectiveness of Gap Charts for performing different types of tasks, and find that they outperform standard time-dependent ranking visualizations for tasks that involve identifying and understanding evolutions in both ranks and scores. Finally, we show that Gap Charts are a generic and scalable class of line charts by applying them to a variety of different datasets.",,,,,vimeo 230841502,10.1109/MCG.2016.100,2016,2017,Other,101-ABC,Thursday,Sports Data Visual Analytics,,11:10:00 AM,11:30:00 AM
openaccessvis.csv,CG&A,CGA,Glyph Visualization: A Fail-Safe Design Scheme Based on Quasi-Hamming Distances,,"Philip A. Legg, Eamonn Maguire, Simon Walton, Min Chen",http://eprints.uwe.ac.uk/28652/1/CG_CG%26A-2015-11-0124.R2_Legg.pdf,"In many applications of spatial or temporal visualization, glyphs provide an effective means for encoding multivariate data. However, because glyphs are typically small, they are vulnerable to various perceptual errors. In information theory and communication, the concept of Hamming distance underpins the study of codes that support error detection and correction by the receiver without the need for corroboration from the sender. In this work, we propose the novel concept of quasi-Hamming distance in the context of glyph design. We examine the feasibility of estimating quasi-Hamming distance between a pair of glyphs, and the minimal Hamming distance for a glyph set. This measurement enables glyph designers to determine the differentiability between glyphs, facilitating design optimization by maximizing distances between glyphs under various design constraints. We demonstrate this concept with a case study of visualizing file system events for multiple users. Our evaluation shows that the concept of quasi-Hamming distance facilitates separability in glyph design and helps to reduce the vulnerability of glyph-based visualization.",,,,,vimeo 230841589,10.1109/MCG.2016.66,2017,2017,Other,101-ABC,Wednesday,Spatiotemporal Applications,,10:50:00 AM,11:10:00 AM
openaccessvis.csv,CG&A,CGA,Sport Tournament Predictions by Direct Manipulation,,"Romain Vuillemot, Charles Perin",http://romain.vuillemot.net/publis/cga16-sports-tournament-predictions-using-direct-manipulation.pdf,"We present an advanced interface for predicting sport tournaments by direct manipulation. The interface allows users to focus on their prediction tasks, by dragging and dropping teams to their final outcome in the competition, e. g., as winner or semi-finalist. This interface allows predictions to be made non-linearly, such as prediction winner first and filling up the other games. This better matches the way people actually make predictions, while the current interfaces can only be filled linearly, with text fields widgets as input. We released a first version of the interface for the 2014 FIFA soccer World Cup that validated the use of direct manipulation as alternative to widgets. We released an improved version a year later for the 2015/2016 UEFA soccer Champions League, which included a tracking system to understand users interactions. We recorded a total of 504, 307 interaction logs from 3, 029 unique visitors, among them 198 fully completed the prediction from scratch. From our analysis of logs, we provide a list of strategies that people employ to perform predictions, and which will help inform the design of further prediction interfaces that preserve the flow and concentration of users",,,,,vimeo 230841474,,2016,2017,Other,101-ABC,Thursday,Sports Data Visual Analytics,,11:30:00 AM,11:50:00 AM
